niveau1,vondstnummer
Distribution & Transport,NZD1.00048MTL002-gw
Distribution & Transport,NZD1.00048MTL004
Personal Artefacts & Clothing,NZD1.00048MTL008
Food Processing & Consumption,NZD1.00049CER001
Food Processing & Consumption,NZD1.00049CER002
Food Processing & Consumption,NZD1.00049CER004
Food Processing & Consumption,NZD1.00049CER005
Food Processing & Consumption,NZD1.00049CER015
Food Processing & Consumption,NZD1.00049CER029
Food Processing & Consumption,NZD1.00049CER031
Distribution & Transport,NZD1.00049CER057
Food Processing & Consumption,NZD1.00049CER067
Food Processing & Consumption,NZD1.00049CER070
Food Processing & Consumption,NZD1.00049CER071
Food Processing & Consumption,NZD1.00049CER072
Food Processing & Consumption,NZD1.00049CER077
Interiors & Accessories,NZD1.00049HT004
Food Processing & Consumption,NZD1.00049HT005
Personal Artefacts & Clothing,NZD1.00049LEE006
Personal Artefacts & Clothing,NZD1.00049LEE007
Personal Artefacts & Clothing,NZD1.00049LEE009
Personal Artefacts & Clothing,NZD1.00049LEE012
Distribution & Transport,NZD1.00049MTL004
Craft & Industry,NZD1.00049TXT004
Craft & Industry,NZD1.00049TXT005
Food Processing & Consumption,NZD1.00050CER001
Food Processing & Consumption,NZD1.00050CER008
Food Processing & Consumption,NZD1.00050CER020
Food Processing & Consumption,NZD1.00050CER042
Food Processing & Consumption,NZD1.00050CER044
Food Processing & Consumption,NZD1.00050CER081
Food Processing & Consumption,NZD1.00050CER093
Food Processing & Consumption,NZD1.00050CER094
Food Processing & Consumption,NZD1.00050CER099
Food Processing & Consumption,NZD1.00050CER101
Food Processing & Consumption,NZD1.00050CER102
Food Processing & Consumption,NZD1.00050CER103
Food Processing & Consumption,NZD1.00050CER105
Food Processing & Consumption,NZD1.00050CER106
Personal Artefacts & Clothing,NZD1.00050LEE031
Personal Artefacts & Clothing,NZD1.00050MTL008
Distribution & Transport,NZD1.00050MTL010
Distribution & Transport,NZD1.00050MTL020
Distribution & Transport,NZD1.00050MTL021
Distribution & Transport,NZD1.00050MTL022
Distribution & Transport,NZD1.00050MTL023
Craft & Industry,NZD1.00050TXT001
Craft & Industry,NZD1.00050TXT002
Craft & Industry,NZD1.00050TXT003
Craft & Industry,NZD1.00050TXT005
Craft & Industry,NZD1.00050TXT007
Craft & Industry,NZD1.00050TXT008
Food Processing & Consumption,NZD1.00051CER001
Food Processing & Consumption,NZD1.00051CER013
Food Processing & Consumption,NZD1.00051CER026
Food Processing & Consumption,NZD1.00051CER030
Food Processing & Consumption,NZD1.00051CER056
Food Processing & Consumption,NZD1.00051CER057
Food Processing & Consumption,NZD1.00051CER058
Food Processing & Consumption,NZD1.00051CER059
Food Processing & Consumption,NZD1.00051CER064
Craft & Industry,NZD1.00051FAU009
Craft & Industry,NZD1.00051FAU011
Games & Recreation,NZD1.00051HT003
Food Processing & Consumption,NZD1.00051HT004
Craft & Industry,NZD1.00051HT005
Personal Artefacts & Clothing,NZD1.00051LEE001
Personal Artefacts & Clothing,NZD1.00051LEE008
Personal Artefacts & Clothing,NZD1.00051LEE013
Personal Artefacts & Clothing,NZD1.00051LEE014
Personal Artefacts & Clothing,NZD1.00051LEE015
Distribution & Transport,NZD1.00051MTL003
Distribution & Transport,NZD1.00051MTL018
Personal Artefacts & Clothing,NZD1.00051TXT001
Craft & Industry,NZD1.00051TXT002
Craft & Industry,NZD1.00051TXT003
Food Processing & Consumption,NZD1.00052CER001
Distribution & Transport,NZD1.00052CER007
Food Processing & Consumption,NZD1.00052CER009
Food Processing & Consumption,NZD1.00052CER050
Food Processing & Consumption,NZD1.00052CER056
Food Processing & Consumption,NZD1.00052CER057
Food Processing & Consumption,NZD1.00052CER059
Food Processing & Consumption,NZD1.00052CER061
Food Processing & Consumption,NZD1.00052CER069
Food Processing & Consumption,NZD1.00052CER094
Food Processing & Consumption,NZD1.00052CER097
Food Processing & Consumption,NZD1.00052CER098
Food Processing & Consumption,NZD1.00052CER104
Food Processing & Consumption,NZD1.00052CER106
Food Processing & Consumption,NZD1.00052CER108
Food Processing & Consumption,NZD1.00052CER112
Food Processing & Consumption,NZD1.00052CER114
Food Processing & Consumption,NZD1.00052GLS004
Craft & Industry,NZD1.00052HT006
Craft & Industry,NZD1.00052HT007
Interiors & Accessories,NZD1.00052HT009
Games & Recreation,NZD1.00052HT010
Personal Artefacts & Clothing,NZD1.00052LEE005
Distribution & Transport,NZD1.00052MTL006-gw
Distribution & Transport,NZD1.00052MTL010
Buildings & Structures,NZD1.00052STN001
Craft & Industry,NZD1.00052STN002
Food Processing & Consumption,NZD1.00053CER029
Food Processing & Consumption,NZD1.00053CER030
Food Processing & Consumption,NZD1.00053CER031
Food Processing & Consumption,NZD1.00053CER042
Food Processing & Consumption,NZD1.00053CER056
Food Processing & Consumption,NZD1.00053CER057
Food Processing & Consumption,NZD1.00053CER058
Food Processing & Consumption,NZD1.00053CER062
Food Processing & Consumption,NZD1.00053CER066
Food Processing & Consumption,NZD1.00053CER069
Food Processing & Consumption,NZD1.00053CER070
Personal Artefacts & Clothing,NZD1.00053CER071
Food Processing & Consumption,NZD1.00053CER072
Food Processing & Consumption,NZD1.00053CER080
Food Processing & Consumption,NZD1.00053CER081
Food Processing & Consumption,NZD1.00053CER088
Food Processing & Consumption,NZD1.00053CER123
Food Processing & Consumption,NZD1.00053CER125
Food Processing & Consumption,NZD1.00053CER126
Food Processing & Consumption,NZD1.00053CER129
Food Processing & Consumption,NZD1.00053CER133
Food Processing & Consumption,NZD1.00053CER134
Food Processing & Consumption,NZD1.00053CER135
Food Processing & Consumption,NZD1.00053CER136
Food Processing & Consumption,NZD1.00053CER138
Food Processing & Consumption,NZD1.00053CER139
Food Processing & Consumption,NZD1.00053CER140
Food Processing & Consumption,NZD1.00053CER141
Personal Artefacts & Clothing,NZD1.00053LEE001
Personal Artefacts & Clothing,NZD1.00053LEE007
Distribution & Transport,NZD1.00053MTL002-gw
Distribution & Transport,NZD1.00053MTL007
Buildings & Structures,NZD1.00053STN001
Craft & Industry,NZD1.00053TXT001
Craft & Industry,NZD1.00053TXT002
Food Processing & Consumption,NZD1.00054CER001
Food Processing & Consumption,NZD1.00054CER002
Food Processing & Consumption,NZD1.00054CER021
Food Processing & Consumption,NZD1.00054CER040
Food Processing & Consumption,NZD1.00054CER041
Food Processing & Consumption,NZD1.00054CER044
Food Processing & Consumption,NZD1.00054CER045
Food Processing & Consumption,NZD1.00054CER049
Food Processing & Consumption,NZD1.00054CER053
Food Processing & Consumption,NZD1.00054CER062
Food Processing & Consumption,NZD1.00054CER063
Food Processing & Consumption,NZD1.00054CER099
Food Processing & Consumption,NZD1.00054CER101
Distribution & Transport,NZD1.00054CER110
Food Processing & Consumption,NZD1.00054CER118
Food Processing & Consumption,NZD1.00054CER125
Food Processing & Consumption,NZD1.00054CER126
Food Processing & Consumption,NZD1.00054CER128
Food Processing & Consumption,NZD1.00054CER129
Food Processing & Consumption,NZD1.00054CER130
Food Processing & Consumption,NZD1.00054CER134
Food Processing & Consumption,NZD1.00054CER137
Food Processing & Consumption,NZD1.00054CER138
Food Processing & Consumption,NZD1.00054CER139
Food Processing & Consumption,NZD1.00054CER144
Food Processing & Consumption,NZD1.00054CER145
Food Processing & Consumption,NZD1.00054CER146
Food Processing & Consumption,NZD1.00054CER148
Food Processing & Consumption,NZD1.00054CER150
Food Processing & Consumption,NZD1.00054CER151
Food Processing & Consumption,NZD1.00054CER154
Food Processing & Consumption,NZD1.00054CER156
Food Processing & Consumption,NZD1.00054CER159
Craft & Industry,NZD1.00054FAU023
Food Processing & Consumption,NZD1.00054HT002
Personal Artefacts & Clothing,NZD1.00054LEE006
Craft & Industry,NZD1.00054STN002
Craft & Industry,NZD1.00054TXT004
Craft & Industry,NZD1.00054TXT005
Craft & Industry,NZD1.00054TXT007
Food Processing & Consumption,NZD1.00055CER001
Food Processing & Consumption,NZD1.00055CER002
Food Processing & Consumption,NZD1.00055CER038
Food Processing & Consumption,NZD1.00055CER040
Food Processing & Consumption,NZD1.00055CER046
Food Processing & Consumption,NZD1.00055CER047
Food Processing & Consumption,NZD1.00055CER048
Food Processing & Consumption,NZD1.00055CER053
Food Processing & Consumption,NZD1.00055CER055
Food Processing & Consumption,NZD1.00055CER071
Food Processing & Consumption,NZD1.00055CER072
Food Processing & Consumption,NZD1.00055CER074
Food Processing & Consumption,NZD1.00055CER075
Food Processing & Consumption,NZD1.00055CER076
Food Processing & Consumption,NZD1.00055CER078
Food Processing & Consumption,NZD1.00055CER079
Food Processing & Consumption,NZD1.00055CER082
Food Processing & Consumption,NZD1.00055CER084
Food Processing & Consumption,NZD1.00055CER085
Food Processing & Consumption,NZD1.00055CER087
Food Processing & Consumption,NZD1.00055CER088
Food Processing & Consumption,NZD1.00055CER089
Food Processing & Consumption,NZD1.00055CER090
Craft & Industry,NZD1.00055FAU007
Personal Artefacts & Clothing,NZD1.00055LEE009
Communication & Exchange,NZD1.00055MTL004
Personal Artefacts & Clothing,NZD1.00055MTL005
Distribution & Transport,NZD1.00055MTL006
Craft & Industry,NZD1.00055TXT003
Food Processing & Consumption,NZD1.00056CER002
Food Processing & Consumption,NZD1.00056CER003
Food Processing & Consumption,NZD1.00056CER006
Personal Artefacts & Clothing,NZD1.00056LEE004
Distribution & Transport,NZD1.00056MTL001
Interiors & Accessories,NZD1.00056TW001
Craft & Industry,NZD1.00056TXT001
Craft & Industry,NZD1.00056TXT002
Craft & Industry,NZD1.00056TXT003
Food Processing & Consumption,NZD1.00059CER001
Food Processing & Consumption,NZD1.00059CER002
Food Processing & Consumption,NZD1.00059CER016
Food Processing & Consumption,NZD1.00059CER057
Food Processing & Consumption,NZD1.00059CER058
Food Processing & Consumption,NZD1.00059CER068
Food Processing & Consumption,NZD1.00059CER077
Food Processing & Consumption,NZD1.00059CER080
Food Processing & Consumption,NZD1.00059CER081
Food Processing & Consumption,NZD1.00059CER083
Food Processing & Consumption,NZD1.00059CER086
Food Processing & Consumption,NZD1.00059CER088
Food Processing & Consumption,NZD1.00059CER109
Food Processing & Consumption,NZD1.00059CER115
Food Processing & Consumption,NZD1.00059CER119
Food Processing & Consumption,NZD1.00059CER120
Food Processing & Consumption,NZD1.00059CER121
Food Processing & Consumption,NZD1.00059CER122
Food Processing & Consumption,NZD1.00059CER125
Food Processing & Consumption,NZD1.00059CER126
Food Processing & Consumption,NZD1.00059CER128
Food Processing & Consumption,NZD1.00059CER130
Food Processing & Consumption,NZD1.00059CER131
Food Processing & Consumption,NZD1.00059CER133
Food Processing & Consumption,NZD1.00059CER134
Food Processing & Consumption,NZD1.00059CER137
Food Processing & Consumption,NZD1.00059CER140
Food Processing & Consumption,NZD1.00059CER143
Food Processing & Consumption,NZD1.00059CER147
Food Processing & Consumption,NZD1.00059CER148
Food Processing & Consumption,NZD1.00059CER150
Food Processing & Consumption,NZD1.00059GLS004
Food Processing & Consumption,NZD1.00059GLS013
Interiors & Accessories,NZD1.00059GLS015
Interiors & Accessories,NZD1.00059GLS016
Food Processing & Consumption,NZD1.00059GLS029
Communication & Exchange,NZD1.00059KST002
Personal Artefacts & Clothing,NZD1.00059LEE006
Personal Artefacts & Clothing,NZD1.00059LEE011
Personal Artefacts & Clothing,NZD1.00059LEE019
Distribution & Transport,NZD1.00059MTL001
Distribution & Transport,NZD1.00059MTL003
Personal Artefacts & Clothing,NZD1.00059MTL017
Buildings & Structures,NZD1.00059STN002
Craft & Industry,NZD1.00059TXT001
Food Processing & Consumption,NZD1.00060CER001
Food Processing & Consumption,NZD1.00060CER002
Food Processing & Consumption,NZD1.00060CER009
Food Processing & Consumption,NZD1.00060CER016
Food Processing & Consumption,NZD1.00060CER044
Food Processing & Consumption,NZD1.00060CER048
Food Processing & Consumption,NZD1.00060CER082
Food Processing & Consumption,NZD1.00060CER085
Food Processing & Consumption,NZD1.00060CER086
Food Processing & Consumption,NZD1.00060CER087
Personal Artefacts & Clothing,NZD1.00060LEE005
Buildings & Structures,NZD1.00060STN001
Food Processing & Consumption,NZD1.00061CER001
Food Processing & Consumption,NZD1.00061CER002
Food Processing & Consumption,NZD1.00061CER021
Food Processing & Consumption,NZD1.00061CER042
Food Processing & Consumption,NZD1.00061CER048
Food Processing & Consumption,NZD1.00061CER059
Food Processing & Consumption,NZD1.00061CER064
Food Processing & Consumption,NZD1.00061CER065
Food Processing & Consumption,NZD1.00061CER072
Food Processing & Consumption,NZD1.00061CER073
Food Processing & Consumption,NZD1.00061CER094
Food Processing & Consumption,NZD1.00061CER095
Food Processing & Consumption,NZD1.00061CER101
Food Processing & Consumption,NZD1.00061CER107
Food Processing & Consumption,NZD1.00061CER109
Food Processing & Consumption,NZD1.00061CER110
Food Processing & Consumption,NZD1.00061CER112
Food Processing & Consumption,NZD1.00061CER114
Food Processing & Consumption,NZD1.00061CER118
Food Processing & Consumption,NZD1.00061CER121
Food Processing & Consumption,NZD1.00061CER122
Food Processing & Consumption,NZD1.00061CER123
Food Processing & Consumption,NZD1.00061CER124
Food Processing & Consumption,NZD1.00061CER127
Personal Artefacts & Clothing,NZD1.00061LEE006
Personal Artefacts & Clothing,NZD1.00061LEE009
Personal Artefacts & Clothing,NZD1.00061LEE014
Distribution & Transport,NZD1.00061MTL001-gw
Distribution & Transport,NZD1.00061MTL003
Communication & Exchange,NZD1.00061MTL004
Personal Artefacts & Clothing,NZD1.00061MTL010
Buildings & Structures,NZD1.00061STN001
Food Processing & Consumption,NZD1.00061STN002
Buildings & Structures,NZD1.00061STN003
Buildings & Structures,NZD1.00061STN004
Interiors & Accessories,NZD1.00061TW001
Craft & Industry,NZD1.00061TXT002
Craft & Industry,NZD1.00061TXT003
Food Processing & Consumption,NZD1.00063MTL002
Food Processing & Consumption,NZD1.00064CER001
Food Processing & Consumption,NZD1.00066CER001
Distribution & Transport,NZD1.00066MTL001
Food Processing & Consumption,NZD1.00067CER001
Food Processing & Consumption,NZD1.00068CER001
Food Processing & Consumption,NZD1.00068CER002
Food Processing & Consumption,NZD1.00068CER083
Food Processing & Consumption,NZD1.00068CER085
Food Processing & Consumption,NZD1.00068CER094
Food Processing & Consumption,NZD1.00068CER098
Food Processing & Consumption,NZD1.00068CER112
Food Processing & Consumption,NZD1.00068CER116
Food Processing & Consumption,NZD1.00068CER121
Food Processing & Consumption,NZD1.00068CER128
Food Processing & Consumption,NZD1.00068CER135
Food Processing & Consumption,NZD1.00068CER143
Food Processing & Consumption,NZD1.00068CER145
Food Processing & Consumption,NZD1.00068CER147
Food Processing & Consumption,NZD1.00068CER159
Food Processing & Consumption,NZD1.00068CER160
Food Processing & Consumption,NZD1.00068CER161
Food Processing & Consumption,NZD1.00068CER165
Food Processing & Consumption,NZD1.00068CER198
Food Processing & Consumption,NZD1.00068CER200
Food Processing & Consumption,NZD1.00068CER205
Food Processing & Consumption,NZD1.00068CER230
Food Processing & Consumption,NZD1.00068CER236
Food Processing & Consumption,NZD1.00068CER238
Food Processing & Consumption,NZD1.00068CER239
Food Processing & Consumption,NZD1.00068CER247
Food Processing & Consumption,NZD1.00068CER248
Food Processing & Consumption,NZD1.00068CER249
Food Processing & Consumption,NZD1.00068CER250
Food Processing & Consumption,NZD1.00068CER251
Food Processing & Consumption,NZD1.00068CER252
Food Processing & Consumption,NZD1.00068CER255
Food Processing & Consumption,NZD1.00068CER258
Food Processing & Consumption,NZD1.00068CER259
Craft & Industry,NZD1.00068CER260
Food Processing & Consumption,NZD1.00068CER261
Food Processing & Consumption,NZD1.00068CER263
Food Processing & Consumption,NZD1.00068CER268
Food Processing & Consumption,NZD1.00068CER270
Food Processing & Consumption,NZD1.00068CER272
Food Processing & Consumption,NZD1.00068CER276
Food Processing & Consumption,NZD1.00068CER277
Craft & Industry,NZD1.00068FAU022
Craft & Industry,NZD1.00068FAU026
